1993.5 -1.357659e-02 3.104043e+14 -1.372366e-02 3.044035e+14
1994.5 -1.401231e-02 3.104043e+14 -1.417981e-02 3.044035e+14
1995.5 -1.491455e-02 3.104043e+14 -1.511895e-02 3.044035e+14
1996.5 -1.582200e-02 3.104043e+14 -1.609238e-02 3.044035e+14
1997.5 -1.693508e-02 3.104043e+14 -1.723356e-02 3.044035e+14
1998.5 -1.570585e-02 3.104043e+14 -1.611817e-02 3.044035e+14
1999.5 -1.339421e-02 3.104043e+14 -1.378964e-02 3.044035e+14
2000.5 -1.342237e-02 3.104043e+14 -1.374937e-02 3.044035e+14
2001.5 -9.252894e-03 3.104043e+14 -9.512590e-03 3.044035e+14
2002.5 -7.695960e-03 3.104043e+14 -7.789770e-03 3.044035e+14
2003.5 -8.410253e-03 3.104043e+14 -8.508093e-03 3.044035e+14
2004.5 -3.271418e-03 3.104043e+14 -3.234902e-03 3.044035e+14
2005.5 -4.278340e-04 3.104043e+14 -3.769381e-04 3.044035e+14
2006.5 3.354615e-03 3.104043e+14 3.407472e-03 3.044035e+14
2007.5 3.884025e-03 3.104043e+14 4.019680e-03 3.044035e+14
2008.5 5.575036e-03 3.104043e+14 5.661393e-03 3.044035e+14
2009.5 7.783760e-03 3.104043e+14 7.892376e-03 3.044035e+14
2010.5 7.906753e-03 3.104043e+14 7.982263e-03 3.044035e+14
2011.5 8.397236e-03 3.104043e+14 8.520230e-03 3.044035e+14
2012.5 1.166327e-02 3.104043e+14 1.183528e-02 3.044035e+14
2013.5 1.389479e-02 3.104043e+14 1.408148e-02 3.044035e+14
2014.5 1.582712e-02 3.104043e+14 1.613687e-02 3.044035e+14
2015.5 1.931352e-02 3.104043e+14 1.977392e-02 3.044035e+14
2016.5 1.794293e-02 3.104043e+14 1.829436e-02 3.044035e+14
2017.5 1.679173e-02 3.104043e+14 1.705774e-02 3.044035e+14
2018.5 1.450653e-02 3.104043e+14 1.476477e-02 3.044035e+14
