1993.5 -2.535506e-04 3.375682e+14 -1.875246e-04 3.297631e+14
1994.5 -2.836811e-03 3.375682e+14 -2.715919e-03 3.297631e+14
1995.5 -3.603436e-03 3.375682e+14 -3.537107e-03 3.297631e+14
1996.5 -4.473288e-03 3.375682e+14 -4.445500e-03 3.297631e+14
1997.5 -5.676323e-03 3.375682e+14 -5.713718e-03 3.297631e+14
1998.5 -7.645269e-03 3.375682e+14 -7.783926e-03 3.297631e+14
1999.5 -7.945605e-03 3.375682e+14 -8.192391e-03 3.297631e+14
2000.5 -7.048736e-03 3.375682e+14 -7.207537e-03 3.297631e+14
2001.5 -3.887194e-03 3.375682e+14 -3.905410e-03 3.297631e+14
2002.5 -1.929321e-03 3.375682e+14 -1.898212e-03 3.297631e+14
2003.5 -2.118790e-03 3.375682e+14 -2.073499e-03 3.297631e+14
2004.5 -2.021127e-03 3.375682e+14 -1.962167e-03 3.297631e+14
2005.5 -1.083824e-03 3.375682e+14 -1.058986e-03 3.297631e+14
2006.5 -6.059543e-04 3.375682e+14 -6.276367e-04 3.297631e+14
2007.5 -5.942865e-04 3.375682e+14 -6.198976e-04 3.297631e+14
2008.5 4.482175e-04 3.375682e+14 3.956310e-04 3.297631e+14
2009.5 3.481997e-03 3.375682e+14 3.471746e-03 3.297631e+14
2010.5 2.966706e-03 3.375682e+14 3.006438e-03 3.297631e+14
2011.5 2.011831e-03 3.375682e+14 2.045723e-03 3.297631e+14
2012.5 3.854675e-03 3.375682e+14 3.843682e-03 3.297631e+14
2013.5 5.916056e-03 3.375682e+14 5.968691e-03 3.297631e+14
2014.5 6.184922e-03 3.375682e+14 6.241661e-03 3.297631e+14
2015.5 7.954913e-03 3.375682e+14 8.035036e-03 3.297631e+14
2016.5 6.300184e-03 3.375682e+14 6.309682e-03 3.297631e+14
2017.5 6.493286e-03 3.375682e+14 6.488261e-03 3.297631e+14
2018.5 6.110729e-03 3.375682e+14 6.122879e-03 3.297631e+14
