1993.5 1.540219e+04 4.657765e+10 6.283524e+17 3.306778e+14 1.534930e+04 4.748052e+10 6.270882e+17 3.232757e+14 4.460962e+10
1994.5 1.541543e+04 4.661769e+10 6.283524e+17 3.306778e+14 1.536266e+04 4.752185e+10 6.270882e+17 3.232757e+14 4.464765e+10
1995.5 1.542280e+04 4.663997e+10 6.283524e+17 3.306778e+14 1.536980e+04 4.754395e+10 6.270882e+17 3.232757e+14 4.466995e+10
1996.5 1.542875e+04 4.665796e+10 6.283524e+17 3.306778e+14 1.537567e+04 4.756209e+10 6.270882e+17 3.232757e+14 4.468635e+10
1997.5 1.544340e+04 4.670226e+10 6.283524e+17 3.306778e+14 1.539004e+04 4.760655e+10 6.270882e+17 3.232757e+14 4.472990e+10
1998.5 1.544403e+04 4.670415e+10 6.283524e+17 3.306778e+14 1.538960e+04 4.760521e+10 6.270882e+17 3.232757e+14 4.473435e+10
1999.5 1.544719e+04 4.671370e+10 6.283524e+17 3.306778e+14 1.539257e+04 4.761438e+10 6.270882e+17 3.232757e+14 4.474199e+10
2000.5 1.546314e+04 4.676195e+10 6.283524e+17 3.306778e+14 1.540857e+04 4.766387e+10 6.270882e+17 3.232757e+14 4.478766e+10
2001.5 1.548410e+04 4.682533e+10 6.283524e+17 3.306778e+14 1.542942e+04 4.772838e+10 6.270882e+17 3.232757e+14 4.484889e+10
2002.5 1.550319e+04 4.688306e+10 6.283524e+17 3.306778e+14 1.544887e+04 4.778855e+10 6.270882e+17 3.232757e+14 4.490400e+10
2003.5 1.553199e+04 4.697016e+10 6.283524e+17 3.306778e+14 1.547721e+04 4.787619e+10 6.270882e+17 3.232757e+14 4.498731e+10
2004.5 1.556453e+04 4.706857e+10 6.283524e+17 3.306778e+14 1.550999e+04 4.797760e+10 6.270882e+17 3.232757e+14 4.508082e+10
2005.5 1.558649e+04 4.713498e+10 6.283524e+17 3.306778e+14 1.553185e+04 4.804523e+10 6.270882e+17 3.232757e+14 4.514478e+10
2006.5 1.560590e+04 4.719368e+10 6.283524e+17 3.306778e+14 1.555124e+04 4.810521e+10 6.270882e+17 3.232757e+14 4.520040e+10
2007.5 1.561633e+04 4.722522e+10 6.283524e+17 3.306778e+14 1.556171e+04 4.813759e+10 6.270882e+17 3.232757e+14 4.523095e+10
2008.5 1.563391e+04 4.727839e+10 6.283524e+17 3.306778e+14 1.557913e+04 4.819147e+10 6.270882e+17 3.232757e+14 4.528107e+10
2009.5 1.565386e+04 4.733870e+10 6.283524e+17 3.306778e+14 1.559924e+04 4.825369e+10 6.270882e+17 3.232757e+14 4.533924e+10
2010.5 1.566067e+04 4.735929e+10 6.283524e+17 3.306778e+14 1.560599e+04 4.827457e+10 6.270882e+17 3.232757e+14 4.535931e+10
2011.5 1.566722e+04 4.737910e+10 6.283524e+17 3.306778e+14 1.561258e+04 4.829494e+10 6.270882e+17 3.232757e+14 4.537674e+10
2012.5 1.568161e+04 4.742262e+10 6.283524e+17 3.306778e+14 1.562690e+04 4.833925e+10 6.270882e+17 3.232757e+14 4.541894e+10
2013.5 1.568937e+04 4.744610e+10 6.283524e+17 3.306778e+14 1.563476e+04 4.836357e+10 6.270882e+17 3.232757e+14 4.544177e+10
2014.5 1.569948e+04 4.747666e+10 6.283524e+17 3.306778e+14 1.564496e+04 4.839511e+10 6.270882e+17 3.232757e+14 4.547151e+10
2015.5 1.571262e+04 4.751639e+10 6.283524e+17 3.306778e+14 1.565843e+04 4.843678e+10 6.270882e+17 3.232757e+14 4.550951e+10
2016.5 1.571336e+04 4.751865e+10 6.283524e+17 3.306778e+14 1.565869e+04 4.843758e+10 6.270882e+17 3.232757e+14 4.551360e+10
2017.5 1.573115e+04 4.757244e+10 6.283524e+17 3.306778e+14 1.567611e+04 4.849146e+10 6.270882e+17 3.232757e+14 4.556465e+10
2018.5 1.575236e+04 4.763658e+10 6.283524e+17 3.306778e+14 1.569744e+04 4.855745e+10 6.270882e+17 3.232757e+14 4.562510e+10
