1993.5 9.639136e+03 2.813456e+10 2.329008e+17 3.426083e+14 9.587877e+03 2.881504e+10 2.311472e+17 3.327386e+14
1994.5 9.663061e+03 2.820440e+10 2.329008e+17 3.426083e+14 9.611429e+03 2.888583e+10 2.311472e+17 3.327386e+14
1995.5 9.667078e+03 2.821612e+10 2.329008e+17 3.426083e+14 9.615154e+03 2.889702e+10 2.311472e+17 3.327386e+14
1996.5 9.701248e+03 2.831585e+10 2.329008e+17 3.426083e+14 9.648887e+03 2.899840e+10 2.311472e+17 3.327386e+14
1997.5 9.731488e+03 2.840412e+10 2.329008e+17 3.426083e+14 9.679447e+03 2.909024e+10 2.311472e+17 3.327386e+14
1998.5 9.716036e+03 2.835902e+10 2.329008e+17 3.426083e+14 9.663294e+03 2.904170e+10 2.311472e+17 3.327386e+14
1999.5 9.747149e+03 2.844983e+10 2.329008e+17 3.426083e+14 9.693880e+03 2.913362e+10 2.311472e+17 3.327386e+14
2000.5 9.733659e+03 2.841046e+10 2.329008e+17 3.426083e+14 9.680757e+03 2.909418e+10 2.311472e+17 3.327386e+14
2001.5 9.780623e+03 2.854753e+10 2.329008e+17 3.426083e+14 9.727450e+03 2.923451e+10 2.311472e+17 3.327386e+14
2002.5 9.782858e+03 2.855406e+10 2.329008e+17 3.426083e+14 9.729947e+03 2.924201e+10 2.311472e+17 3.327386e+14
2003.5 9.794695e+03 2.858861e+10 2.329008e+17 3.426083e+14 9.741739e+03 2.927745e+10 2.311472e+17 3.327386e+14
2004.5 9.828959e+03 2.868862e+10 2.329008e+17 3.426083e+14 9.775767e+03 2.937972e+10 2.311472e+17 3.327386e+14
2005.5 9.831169e+03 2.869507e+10 2.329008e+17 3.426083e+14 9.777726e+03 2.938561e+10 2.311472e+17 3.327386e+14
2006.5 9.838854e+03 2.871750e+10 2.329008e+17 3.426083e+14 9.785225e+03 2.940814e+10 2.311472e+17 3.327386e+14
2007.5 9.829918e+03 2.869142e+10 2.329008e+17 3.426083e+14 9.776287e+03 2.938128e+10 2.311472e+17 3.327386e+14
2008.5 9.849398e+03 2.874827e+10 2.329008e+17 3.426083e+14 9.795594e+03 2.943931e+10 2.311472e+17 3.327386e+14
2009.5 9.864769e+03 2.879314e+10 2.329008e+17 3.426083e+14 9.810925e+03 2.948538e+10 2.311472e+17 3.327386e+14
2010.5 9.846561e+03 2.873999e+10 2.329008e+17 3.426083e+14 9.792709e+03 2.943064e+10 2.311472e+17 3.327386e+14
2011.5 9.871215e+03 2.881195e+10 2.329008e+17 3.426083e+14 9.817073e+03 2.950386e+10 2.311472e+17 3.327386e+14
2012.5 9.899252e+03 2.889378e+10 2.329008e+17 3.426083e+14 9.844681e+03 2.958683e+10 2.311472e+17 3.327386e+14
2013.5 9.893532e+03 2.887709e+10 2.329008e+17 3.426083e+14 9.839433e+03 2.957106e+10 2.311472e+17 3.327386e+14
2014.5 9.892738e+03 2.887477e+10 2.329008e+17 3.426083e+14 9.838944e+03 2.956959e+10 2.311472e+17 3.327386e+14
2015.5 9.899028e+03 2.889313e+10 2.329008e+17 3.426083e+14 9.844764e+03 2.958708e+10 2.311472e+17 3.327386e+14
2016.5 9.878469e+03 2.883313e+10 2.329008e+17 3.426083e+14 9.823402e+03 2.952288e+10 2.311472e+17 3.327386e+14
2017.5 9.897990e+03 2.889010e+10 2.329008e+17 3.426083e+14 9.843061e+03 2.958196e+10 2.311472e+17 3.327386e+14
2018.5 9.897990e+03 2.889010e+10 2.329008e+17 3.426083e+14 9.843061e+03 2.958196e+10 2.311472e+17 3.327386e+14
